"uuid","name","url","doc"
"83c94e7a-f3ab-5447-9af7-d94c0b1920cf","Example0","https://raw.githubusercontent.com/PolynomialOptimization/data/master/pop/83c94e7a-f3ab-5447-9af7-d94c0b1920cf.json",""
cb46cb04-83db-11ea-0b43-87115082d076,"Motzkin",https://raw.githubusercontent.com/PolynomialOptimization/data/master/motzkin.json,"" 
99480576-95ee-11ea-071d-51b6c5ae22c1,Motzkin,https://raw.githubusercontent.com/PolynomialMomentOptimization/data/master/Motzkin.json,
d348019a-95ee-11ea-2759-c312cc21f8d8,Motzkin,https://raw.githubusercontent.com/PolynomialMomentOptimization/data/master/motzkin0.json,
