"uuid","name","url","doc"
"83c94e7a-f3ab-5447-9af7-d94c0b1920cf","Example0","https://raw.githubusercontent.com/PolynomialOptimization/data/master/pop/83c94e7a-f3ab-5447-9af7-d94c0b1920cf.json",""
cb46cb04-83db-11ea-0b43-87115082d076,motzkin,https://raw.githubusercontent.com/PolynomialOptimization/data/master/motzkin.json,
c106210a-8495-11ea-219c-61fe06edb5e6,https://raw.githubusercontent.com/PolynomialOptimization/data/master/motzkin.json,
f748274c-8495-11ea-3532-3353dd992126,Motzkin,https://raw.githubusercontent.com/PolynomialOptimization/data/master/motzkin.json,
